ayet_url,arabic_ayet
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا لَوْنُهَاؕ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ صَفْرَٓاءُۙ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِرٖينَ
                                                    ﴿٦٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَۙ اِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَاؕ وَاِنَّٓا اِنْ شَٓاءَ اللّٰهُ لَمُهْتَدُونَ
                                                    ﴿٧٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا ذَلُولٌ تُثٖيرُ الْاَرْضَ وَلَا تَسْقِي الْحَرْثَۚ مُسَلَّمَةٌ لَا شِيَةَ فٖيهَاؕ قَالُوا الْـٰٔنَ جِئْتَ بِالْحَقِّؕ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَࣖ
                                                    ﴿٧١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"وَاِذْ قَتَلْتُمْ نَفْساً فَادّٰرَءْتُمْ فٖيهَاؕ وَاللّٰهُ مُخْرِجٌ مَا كُنْتُمْ تَكْتُمُونَۚ
                                                    ﴿٧٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/74/67-73-ayet-tefsiri,"فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَاؕ كَذٰلِكَ يُحْـيِ اللّٰهُ الْمَوْتٰى وَيُرٖيكُمْ اٰيَاتِهٖ لَعَلَّكُمْ تَعْقِلُونَ
                                                    ﴿٧٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/81/74-ayet-tefsiri,"ثُمَّ قَسَتْ قُلُوبُكُمْ مِنْ بَعْدِ ذٰلِكَ فَهِيَ كَالْحِجَارَةِ اَوْ اَشَدُّ قَسْوَةًؕ وَاِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْاَنْهَارُؕ وَاِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَٓاءُؕ وَاِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللّٰهِؕ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ
                                                    ﴿٧٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/82/75-ayet-tefsiri,"اَفَتَطْمَعُونَ اَنْ يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرٖيقٌ مِنْهُمْ يَسْمَعُونَ كَلَامَ اللّٰهِ ثُمَّ يُحَرِّفُونَهُ مِنْ بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ
                                                    ﴿٧٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/83/76-77-ayet-tefsiri,"وَاِذَا لَقُوا الَّذٖينَ اٰمَنُوا قَالُٓوا اٰمَنَّاۚ وَاِذَا خَلَا بَعْضُهُمْ اِلٰى بَعْضٍ قَالُٓوا اَتُحَدِّثُونَهُمْ بِمَا فَتَحَ اللّٰهُ عَلَيْكُمْ لِيُحَٓاجُّوكُمْ بِهٖ عِنْدَ رَبِّكُمْؕ اَفَلَا تَعْقِلُونَ
                                                    ﴿٧٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/83/76-77-ayet-tefsiri,"اَوَلَا يَعْلَمُونَ اَنَّ اللّٰهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ
                                                    ﴿٧٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/85/78-ayet-tefsiri,"وَمِنْهُمْ اُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ اِلَّٓا اَمَانِيَّ وَاِنْ هُمْ اِلَّا يَظُنُّونَ
                                                    ﴿٧٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/86/79-ayet-tefsiri,"فَوَيْلٌ لِلَّذٖينَ يَكْتُبُونَ الْكِتَابَ بِاَيْدٖيهِمْ ثُمَّ يَقُولُونَ هٰذَا مِنْ عِنْدِ اللّٰهِ لِيَشْتَرُوا بِهٖ ثَمَناً قَلٖيلاًؕ فَوَيْلٌ لَهُمْ مِمَّا كَتَبَتْ اَيْدٖيهِمْ وَوَيْلٌ لَهُمْ مِمَّا يَكْسِبُونَ
                                                    ﴿٧٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/87/80-82-ayet-tefsiri,"وَقَالُوا لَنْ تَمَسَّنَا النَّارُ اِلَّٓا اَيَّاماً مَعْدُودَةًؕ قُلْ اَتَّخَذْتُمْ عِنْدَ اللّٰهِ عَهْداً فَلَنْ يُخْلِفَ اللّٰهُ عَهْدَهُٓ اَمْ تَقُولُونَ عَلَى اللّٰهِ مَا لَا تَعْلَمُونَ
                                                    ﴿٨٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/87/80-82-ayet-tefsiri,"بَلٰى مَنْ كَسَبَ سَيِّئَةً وَاَحَاطَتْ بِهٖ خَطٖٓيـَٔتُهُ فَاُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ فٖيهَا خَالِدُونَ
                                                    ﴿٨١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/87/80-82-ayet-tefsiri,"وَالَّذٖينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ اُو۬لٰٓئِكَ اَصْحَابُ الْجَنَّةِۚ هُمْ فٖيهَا خَالِدُونَࣖ
                                                    ﴿٨٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/90/83-84-ayet-tefsiri,"وَاِذْ اَخَذْنَا مٖيثَاقَ بَنٖٓي اِسْرَٓائٖلَ لَا تَعْبُدُونَ اِلَّا اللّٰهَ وَبِالْوَالِدَيْنِ اِحْسَاناً وَذِي الْقُرْبٰى وَالْيَتَامٰى وَالْمَسَاكٖينِ وَقُولُوا لِلنَّاسِ حُسْناً وَاَقٖيمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَؕ ثُمَّ تَوَلَّيْتُمْ اِلَّا قَلٖيلاً مِنْكُمْ وَاَنْتُمْ مُعْرِضُونَ
                                                    ﴿٨٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/90/83-84-ayet-tefsiri,"وَاِذْ اَخَذْنَا مٖيثَاقَكُمْ لَا تَسْفِكُونَ دِمَٓاءَكُمْ وَلَا تُخْرِجُونَ اَنْفُسَكُمْ مِنْ دِيَارِكُمْ ثُمَّ اَقْرَرْتُمْ وَاَنْتُمْ تَشْهَدُونَ
                                                    ﴿٨٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/92/85-86-ayet-tefsiri,"ثُمَّ اَنْتُمْ هٰٓؤُ۬لَٓاءِ تَقْتُلُونَ اَنْفُسَكُمْ وَتُخْرِجُونَ فَرٖيقاً مِنْكُمْ مِنْ دِيَارِهِمْؗ تَظَاهَرُونَ عَلَيْهِمْ بِالْاِثْمِ وَالْعُدْوَانِؕ وَاِنْ يَأْتُوكُمْ اُسَارٰى تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ اِخْرَاجُهُمْؕ اَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍۚ فَمَا جَزَٓاءُ مَنْ يَفْعَلُ ذٰلِكَ مِنْكُمْ اِلَّا خِزْيٌ فِي الْحَيٰوةِ الدُّنْيَاۚ وَيَوْمَ الْقِيٰمَةِ يُرَدُّونَ اِلٰٓى اَشَدِّ الْعَذَابِؕ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ
                                                    ﴿٨٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/92/85-86-ayet-tefsiri,"اُو۬لٰٓئِكَ الَّذٖينَ اشْتَرَوُا الْحَيٰوةَ الدُّنْيَا بِالْاٰخِرَةِؗ فَلَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنْصَرُونَࣖ
                                                    ﴿٨٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/94/87-ayet-tefsiri,"وَلَقَدْ اٰتَيْنَا مُوسَى الْكِتَابَ وَقَفَّيْنَا مِنْ بَعْدِهٖ بِالرُّسُلِ وَاٰتَيْنَا عٖيسَى ابْنَ مَرْيَمَ الْبَيِّنَاتِ وَاَيَّدْنَاهُ بِرُوحِ الْقُدُسِؕ اَفَكُلَّمَا جَٓاءَكُمْ رَسُولٌ بِمَا لَا تَهْوٰٓى اَنْفُسُكُمُ اسْتَكْبَرْتُمْۚ فَفَرٖيقاً كَذَّبْتُمْؗ وَفَرٖيقاً تَقْتُلُونَ
                                                    ﴿٨٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/95/88-ayet-tefsiri,"وَقَالُوا قُلُوبُنَا غُلْفٌؕ بَلْ لَعَنَهُمُ اللّٰهُ بِكُفْرِهِمْ فَقَلٖيلاً مَا يُؤْمِنُونَ
                                                    ﴿٨٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/96/89-ayet-tefsiri,"وَلَمَّا جَٓاءَهُمْ كِتَابٌ مِنْ عِنْدِ اللّٰهِ مُصَدِّقٌ لِمَا مَعَهُمْۙ وَكَانُوا مِنْ قَبْلُ يَسْتَفْتِحُونَ عَلَى الَّذٖينَ كَفَرُواۚ فَلَمَّا جَٓاءَهُمْ مَا عَرَفُوا كَفَرُوا بِهٖؗ فَلَعْنَةُ اللّٰهِ عَلَى الْكَافِرٖينَ
                                                    ﴿٨٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/97/90-ayet-tefsiri,"بِئْسَمَا اشْتَرَوْا بِهٖٓ اَنْفُسَهُمْ اَنْ يَكْفُرُوا بِمَٓا اَنْزَلَ اللّٰهُ بَغْياً اَنْ يُنَزِّلَ اللّٰهُ مِنْ فَضْلِهٖ عَلٰى مَنْ يَشَٓاءُ مِنْ عِبَادِهٖۚ فَبَٓاؤُ۫ بِغَضَبٍ عَلٰى غَضَبٍؕ وَلِلْكَافِرٖينَ عَذَابٌ مُهٖينٌ
                                                    ﴿٩٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/98/91-ayet-tefsiri,"وَاِذَا قٖيلَ لَهُمْ اٰمِنُوا بِمَٓا اَنْزَلَ اللّٰهُ قَالُوا نُؤْمِنُ بِمَٓا اُنْزِلَ عَلَيْنَا وَيَكْفُرُونَ بِمَا وَرَٓاءَهُ وَهُوَ الْحَقُّ مُصَدِّقاً لِمَا مَعَهُمْؕ قُلْ فَلِمَ تَقْتُلُونَ اَنْبِيَٓاءَ اللّٰهِ مِنْ قَبْلُ اِنْ كُنْتُمْ مُؤْمِنٖينَ
                                                    ﴿٩١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/99/92-ayet-tefsiri,"وَلَقَدْ جَٓاءَكُمْ مُوسٰى بِالْبَيِّنَاتِ ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِنْ بَعْدِهٖ وَاَنْتُمْ ظَالِمُونَ
                                                    ﴿٩٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/100/93-ayet-tefsiri,"وَاِذْ اَخَذْنَا مٖيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَؕ خُذُوا مَٓا اٰتَيْنَاكُمْ بِقُوَّةٍ وَاسْمَعُواؕ قَالُوا سَمِعْنَا وَعَصَيْنَا وَاُشْرِبُوا فٖي قُلُوبِهِمُ الْعِجْلَ بِكُفْرِهِمْؕ قُلْ بِئْسَمَا يَأْمُرُكُمْ بِهٖٓ اٖيمَانُكُمْ اِنْ كُنْتُمْ مُؤْمِنٖينَ
                                                    ﴿٩٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/101/94-95-ayet-tefsiri,"قُلْ اِنْ كَانَتْ لَكُمُ الدَّارُ الْاٰخِرَةُ عِنْدَ اللّٰهِ خَالِصَةً مِنْ دُونِ النَّاسِ فَتَمَنَّوُا الْمَوْتَ اِنْ كُنْتُمْ صَادِقٖينَ
                                                    ﴿٩٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/101/94-95-ayet-tefsiri,"وَلَنْ يَتَمَنَّوْهُ اَبَداً بِمَا قَدَّمَتْ اَيْدٖيهِمْؕ وَاللّٰهُ عَلٖيمٌ بِالظَّالِمٖينَ
                                                    ﴿٩٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/103/96-ayet-tefsiri,"وَلَتَجِدَنَّهُمْ اَحْرَصَ النَّاسِ عَلٰى حَيٰوةٍۚ وَمِنَ الَّذٖينَ اَشْرَكُوا يَوَدُّ اَحَدُهُمْ لَوْ يُعَمَّرُ اَلْفَ سَنَةٍۚ وَمَا هُوَ بِمُزَحْزِحِهٖ مِنَ الْعَذَابِ اَنْ يُعَمَّرَؕ وَاللّٰهُ بَصٖيرٌ بِمَا يَعْمَلُونَࣖ
                                                    ﴿٩٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/104/97-98-ayet-tefsiri,"قُلْ مَنْ كَانَ عَدُواًّ لِجِبْرٖيلَ فَاِنَّهُ نَزَّلَهُ عَلٰى قَلْبِكَ بِاِذْنِ اللّٰهِ مُصَدِّقاً لِمَا بَيْنَ يَدَيْهِ وَهُدًى وَبُشْرٰى لِلْمُؤْمِنٖينَ
                                                    ﴿٩٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/104/97-98-ayet-tefsiri,"مَنْ كَانَ عَدُواًّ لِلّٰهِ وَمَلٰٓئِكَتِهٖ وَرُسُلِهٖ وَجِبْرٖيلَ وَمٖيكَالَ فَاِنَّ اللّٰهَ عَدُوٌّ لِلْكَافِرٖينَ
                                                    ﴿٩٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/106/99-ayet-tefsiri,"وَلَقَدْ اَنْزَلْـنَٓا اِلَيْكَ اٰيَاتٍ بَيِّنَاتٍۚ وَمَا يَكْفُرُ بِهَٓا اِلَّا الْفَاسِقُونَ
                                                    ﴿٩٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/107/100-101-ayet-tefsiri,"اَوَكُلَّمَا عَاهَدُوا عَهْداً نَبَذَهُ فَرٖيقٌ مِنْهُمْؕ بَلْ اَكْثَرُهُمْ لَا يُؤْمِنُونَ
                                                    ﴿١٠٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/107/100-101-ayet-tefsiri,"وَلَمَّا جَٓاءَهُمْ رَسُولٌ مِنْ عِنْدِ اللّٰهِ مُصَدِّقٌ لِمَا مَعَهُمْ نَبَذَ فَرٖيقٌ مِنَ الَّذٖينَ اُو۫تُوا الْكِتَابَࣗ كِتَابَ اللّٰهِ وَرَٓاءَ ظُهُورِهِمْ كَاَنَّهُمْ لَا يَعْلَمُونَ
                                                    ﴿١٠١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/109/102-103-ayet-tefsiri,"وَاتَّـبَعُوا مَا تَتْلُوا الشَّيَاطٖينُ عَلٰى مُلْكِ سُلَيْمٰنَۚ وَمَا كَفَرَ سُلَيْمٰنُ وَلٰكِنَّ الشَّيَاطٖينَ كَفَرُوا يُعَلِّمُونَ النَّاسَ السِّحْرَࣗ وَمَٓا اُنْزِلَ عَلَى الْمَلَكَيْنِ بِبَابِلَ هَارُوتَ وَمَارُوتَؕ وَمَا يُعَلِّمَانِ مِنْ اَحَدٍ حَتّٰى يَقُولَٓا اِنَّمَا نَحْنُ فِتْنَةٌ فَلَا تَكْفُرْؕ فَيَتَعَلَّمُونَ مِنْهُمَا مَا يُفَرِّقُونَ بِهٖ بَيْنَ الْمَرْءِ وَزَوْجِهٖؕ وَمَا هُمْ بِضَٓارّٖينَ بِهٖ مِنْ اَحَدٍ اِلَّا بِاِذْنِ اللّٰهِؕ وَيَتَعَلَّمُونَ مَا يَضُرُّهُمْ وَلَا يَنْفَعُهُمْؕ وَلَقَدْ عَلِمُوا لَمَنِ اشْتَرٰيهُ مَا لَهُ فِي الْاٰخِرَةِ مِنْ خَلَاقٍࣞ وَلَبِئْسَ مَا شَرَوْا بِهٖٓ اَنْفُسَهُمْؕ لَوْ كَانُوا يَعْلَمُونَ
                                                    ﴿١٠٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/109/102-103-ayet-tefsiri,"وَلَوْ اَنَّهُمْ اٰمَنُوا وَاتَّقَوْا لَمَثُوبَةٌ مِنْ عِنْدِ اللّٰهِ خَيْرٌؕ لَوْ كَانُوا يَعْلَمُونَࣖ
                                                    ﴿١٠٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/111/104-ayet-tefsiri,"يَٓا اَيُّهَا الَّذٖينَ اٰمَنُوا لَا تَقُولُوا رَاعِنَا وَقُولُوا انْظُرْنَا وَاسْمَعُواؕ وَلِلْكَافِرٖينَ عَذَابٌ اَلٖيمٌ
                                                    ﴿١٠٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/112/105-ayet-tefsiri,"مَا يَوَدُّ الَّذٖينَ كَفَرُوا مِنْ اَهْلِ الْكِتَابِ وَلَا الْمُشْرِكٖينَ اَنْ يُنَزَّلَ عَلَيْكُمْ مِنْ خَيْرٍ مِنْ رَبِّكُمْؕ وَاللّٰهُ يَخْتَصُّ بِرَحْمَتِهٖ مَنْ يَشَٓاءُؕ وَاللّٰهُ ذُو الْفَضْلِ الْعَظٖيمِ
                                                    ﴿١٠٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/113/106-ayet-tefsiri,"مَا نَنْسَخْ مِنْ اٰيَةٍ اَوْ نُنْسِهَا نَأْتِ بِخَيْرٍ مِنْهَٓا اَوْ مِثْلِهَاؕ اَلَمْ تَعْلَمْ اَنَّ اللّٰهَ عَلٰى كُلِّ شَيْءٍ قَدٖيرٌ
                                                    ﴿١٠٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/114/107-ayet-tefsiri,"اَلَمْ تَعْلَمْ اَنَّ اللّٰهَ لَهُ مُلْكُ السَّمٰوَاتِ وَالْاَرْضِؕ وَمَا لَكُمْ مِنْ دُونِ اللّٰهِ مِنْ وَلِيٍّ وَلَا نَصٖيرٍ
                                                    ﴿١٠٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/115/108-ayet-tefsiri,"اَمْ تُرٖيدُونَ اَنْ تَسْـَٔلُوا رَسُولَكُمْ كَمَا سُئِلَ مُوسٰى مِنْ قَبْلُؕ وَمَنْ يَتَبَدَّلِ الْكُفْرَ بِالْاٖيمَانِ فَقَدْ ضَلَّ سَوَٓاءَ السَّبٖيلِ
                                                    ﴿١٠٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/116/109-ayet-tefsiri,"وَدَّ كَثٖيرٌ مِنْ اَهْلِ الْكِتَابِ لَوْ يَرُدُّونَكُمْ مِنْ بَعْدِ اٖيمَانِكُمْ كُفَّاراًۚ حَسَداً مِنْ عِنْدِ اَنْفُسِهِمْ مِنْ بَعْدِ مَا تَبَيَّنَ لَهُمُ الْحَقُّۚ فَاعْفُوا وَاصْفَحُوا حَتّٰى يَأْتِيَ اللّٰهُ بِاَمْرِهٖؕ اِنَّ اللّٰهَ عَلٰى كُلِّ شَيْءٍ قَدٖيرٌ
                                                    ﴿١٠٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/117/110-ayet-tefsiri,"وَاَقٖيمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَؕ وَمَا تُقَدِّمُوا لِاَنْفُسِكُمْ مِنْ خَيْرٍ تَجِدُوهُ عِنْدَ اللّٰهِؕ اِنَّ اللّٰهَ بِمَا تَعْمَلُونَ بَصٖيرٌ
                                                    ﴿١١٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/118/111-ayet-tefsiri,"وَقَالُوا لَنْ يَدْخُلَ الْجَنَّةَ اِلَّا مَنْ كَانَ هُوداً اَوْ نَصَارٰىؕ تِلْكَ اَمَانِيُّهُمْؕ قُلْ هَاتُوا بُرْهَانَكُمْ اِنْ كُنْتُمْ صَادِقٖينَ
                                                    ﴿١١١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/119/112-ayet-tefsiri,"بَلٰى مَنْ اَسْلَمَ وَجْهَهُ لِلّٰهِ وَهُوَ مُحْسِنٌ فَلَهُٓ اَجْرُهُ عِنْدَ رَبِّهٖࣕ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَࣖ
                                                    ﴿١١٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/120/113-ayet-tefsiri,"وَقَالَتِ الْيَهُودُ لَيْسَتِ النَّصَارٰى عَلٰى شَيْءٍࣕ وَقَالَتِ النَّصَارٰى لَيْسَتِ الْيَهُودُ عَلٰى شَيْءٍۙ وَهُمْ يَتْلُونَ الْكِتَابَؕ كَذٰلِكَ قَالَ الَّذٖينَ لَا يَعْلَمُونَ مِثْلَ قَوْلِهِمْۚ فَاللّٰهُ يَحْكُمُ بَيْنَهُمْ يَوْمَ الْقِيٰمَةِ فٖيمَا كَانُوا فٖيهِ يَخْتَلِفُونَ
                                                    ﴿١١٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/121/114-ayet-tefsiri,"وَمَنْ اَظْلَمُ مِمَّنْ مَنَعَ مَسَاجِدَ اللّٰهِ اَنْ يُذْكَرَ فٖيهَا اسْمُهُ وَسَعٰى فٖي خَرَابِهَاؕ اُو۬لٰٓئِكَ مَا كَانَ لَهُمْ اَنْ يَدْخُلُوهَٓا اِلَّا خَٓائِفٖينَؕ لَهُمْ فِي الدُّنْيَا خِزْيٌ وَلَهُمْ فِي الْاٰخِرَةِ عَذَابٌ عَظٖيمٌ
                                                    ﴿١١٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/122/115-ayet-tefsiri,"وَلِلّٰهِ الْمَشْرِقُ وَالْمَغْرِبُ فَاَيْنَمَا تُوَلُّوا فَثَمَّ وَجْهُ اللّٰهِؕ اِنَّ اللّٰهَ وَاسِعٌ عَلٖيمٌ
                                                    ﴿١١٥﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/123/116-ayet-tefsiri,"وَقَالُوا اتَّخَذَ اللّٰهُ وَلَداًۙ سُبْحَانَهُؕ بَلْ لَهُ مَا فِي السَّمٰوَاتِ وَالْاَرْضِؕ كُلٌّ لَهُ قَانِتُونَ
                                                    ﴿١١٦﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/124/117-ayet-tefsiri,"بَدٖيعُ السَّمٰوَاتِ وَالْاَرْضِؕ وَاِذَا قَضٰٓى اَمْراً فَاِنَّمَا يَقُولُ لَهُ كُنْ فَيَكُونُ
                                                    ﴿١١٧﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/125/118-ayet-tefsiri,"وَقَالَ الَّذٖينَ لَا يَعْلَمُونَ لَوْلَا يُكَلِّمُنَا اللّٰهُ اَوْ تَأْتٖينَٓا اٰيَةٌؕ كَذٰلِكَ قَالَ الَّذٖينَ مِنْ قَبْلِهِمْ مِثْلَ قَوْلِهِمْؕ تَشَابَهَتْ قُلُوبُهُمْؕ قَدْ بَيَّنَّا الْاٰيَاتِ لِقَوْمٍ يُوقِنُونَ
                                                    ﴿١١٨﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/126/119-ayet-tefsiri,"اِنَّٓا اَرْسَلْنَاكَ بِالْحَقِّ بَشٖيراً وَنَذٖيراًۙ وَلَا تُسْـَٔلُ عَنْ اَصْحَابِ الْجَحٖيمِ
                                                    ﴿١١٩﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/127/120-ayet-tefsiri,"وَلَنْ تَرْضٰى عَنْكَ الْيَهُودُ وَلَا النَّصَارٰى حَتّٰى تَتَّبِعَ مِلَّتَهُمْؕ قُلْ اِنَّ هُدَى اللّٰهِ هُوَ الْهُدٰىؕ وَلَئِنِ اتَّبَعْتَ اَهْوَٓاءَهُمْ بَعْدَ الَّذٖي جَٓاءَكَ مِنَ الْعِلْمِۙ مَا لَكَ مِنَ اللّٰهِ مِنْ وَلِيٍّ وَلَا نَصٖيرٍ
                                                    ﴿١٢٠﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/128/121-ayet-tefsiri,"اَلَّذٖينَ اٰتَيْنَاهُمُ الْكِتَابَ يَتْلُونَهُ حَقَّ تِلَاوَتِهٖؕ اُو۬لٰٓئِكَ يُؤْمِنُونَ بِهٖؕ وَمَنْ يَكْفُرْ بِهٖ فَاُو۬لٰٓئِكَ هُمُ الْخَاسِرُونَࣖ
                                                    ﴿١٢١﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/129/122-123-ayet-tefsiri,"يَا بَنٖٓي اِسْرَٓائٖلَ اذْكُرُوا نِعْمَتِيَ الَّتٖٓي اَنْعَمْتُ عَلَيْكُمْ وَاَنّٖي فَضَّلْتُكُمْ عَلَى الْعَالَمٖينَ
                                                    ﴿١٢٢﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/129/122-123-ayet-tefsiri,"وَاتَّقُوا يَوْماً لَا تَجْزٖي نَفْسٌ عَنْ نَفْسٍ شَيْـٔاً وَلَا يُقْبَلُ مِنْهَا عَدْلٌ وَلَا تَنْفَعُهَا شَفَاعَةٌ وَلَا هُمْ يُنْصَرُونَ
                                                    ﴿١٢٣﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/131/124-ayet-tefsiri,"وَاِذِ ابْتَلٰٓى اِبْرٰهٖيمَ رَبُّهُ بِكَلِمَاتٍ فَاَتَمَّهُنَّؕ قَالَ اِنّٖي جَاعِلُكَ لِلنَّاسِ اِمَاماًؕ قَالَ وَمِنْ ذُرِّيَّتٖيؕ قَالَ لَا يَنَالُ عَهْدِي الظَّالِمٖينَ
                                                    ﴿١٢٤﴾"
https://kuran.diyanet.gov.tr/tefsir/Bakara-suresi/132/125-ayet-tefsiri,"وَاِذْ جَعَلْنَا الْبَيْتَ مَثَابَةً لِلنَّاسِ وَاَمْناًؕ وَاتَّخِذُوا مِنْ مَقَامِ اِبْرٰهٖيمَ مُصَلًّىؕ وَعَهِدْنَٓا اِلٰٓى اِبْرٰهٖيمَ وَاِسْمٰعٖيلَ اَنْ طَهِّرَا بَيْتِيَ لِلطَّٓائِفٖينَ وَالْعَاكِفٖينَ وَالرُّكَّعِ السُّجُودِ
                                                    ﴿١٢٥﴾"
