ayet_url,ayet,meal
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/982/28-ayet-tefsiri,"وَاِذَا فَعَلُوا فَاحِشَةً قَالُوا وَجَدْنَا عَلَيْهَٓا اٰبَٓاءَنَا وَاللّٰهُ اَمَرَنَا بِهَاؕ قُلْ اِنَّ اللّٰهَ لَا يَأْمُرُ بِالْفَحْشَٓاءِؕ اَتَقُولُونَ عَلَى اللّٰهِ مَا لَا تَعْلَمُونَ
                                                    ﴿٢٨﴾","﴾28﴿

Onlar bir kötülük yaptıkları zaman “Babalarımızı bu yolda bulduk. Allah da bize bunu emretti” derler. De ki: “Allah kötülüğü emretmez. Allah hakkında bilmediğiniz şeyleri mi söylüyorsunuz?”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/983/29-ayet-tefsiri,"قُلْ اَمَرَ رَبّٖي بِالْقِسْطِࣞ وَاَقٖيمُوا وُجُوهَكُمْ عِنْدَ كُلِّ مَسْجِدٍ وَادْعُوهُ مُخْلِصٖينَ لَهُ الدّٖينَؕ كَمَا بَدَاَكُمْ تَعُودُونَؕ
                                                    ﴿٢٩﴾","﴾29﴿

De ki: “Rabbim adaleti emretti. Her secde ettiğinizde yüzlerinizi O’na çevirin, kendisine içten bir inanç ve bağlılıkla O’na yalvarın! İlkin sizi yarattığı gibi (yine O’na) döneceksiniz.”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/984/30-ayet-tefsiri,"فَرٖيقاً هَدٰى وَفَرٖيقاً حَقَّ عَلَيْهِمُ الضَّلَالَةُؕ اِنَّهُمُ اتَّخَذُوا الشَّيَاطٖينَ اَوْلِيَٓاءَ مِنْ دُونِ اللّٰهِ وَيَحْسَبُونَ اَنَّهُمْ مُهْتَدُونَ
                                                    ﴿٣٠﴾","﴾30﴿

O, bir grubu doğru yola iletti, bir grup da sapkınlığa müstahak oldu. Çünkü onlar Allah’ı bırakıp şeytanları kendilerine dost edindiler. Böyle iken kendilerinin doğru yolda olduklarını sanıyorlar."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/985/31-ayet-tefsiri,"يَا بَنٖٓي اٰدَمَ خُذُوا زٖينَتَكُمْ عِنْدَ كُلِّ مَسْجِدٍ وَكُلُوا وَاشْرَبُوا وَلَا تُسْرِفُواۚ اِنَّهُ لَا يُحِبُّ الْمُسْرِفٖينَࣖ
                                                    ﴿٣١﴾","﴾31﴿

Ey Âdemoğulları! Her namaz kılacağınızda güzelce giyinin, yiyin için fakat israf etmeyin. Çünkü Allah israf edenleri sevmez."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/986/32-ayet-tefsiri,"قُلْ مَنْ حَرَّمَ زٖينَةَ اللّٰهِ الَّتٖٓي اَخْرَجَ لِعِبَادِهٖ وَالطَّيِّبَاتِ مِنَ الرِّزْقِؕ قُلْ هِيَ لِلَّذٖينَ اٰمَنُوا فِي الْحَيٰوةِ الدُّنْيَا خَالِصَةً يَوْمَ الْقِيٰمَةِؕ كَذٰلِكَ نُفَصِّلُ الْاٰيَاتِ لِقَوْمٍ يَعْلَمُونَ
                                                    ﴿٣٢﴾","﴾32﴿

De ki: “Allah’ın kulları için yarattığı süsü, temiz ve iyi rızıkları kim haram kıldı?” De ki: “Onlar dünya hayatında müminlere yaraşır; kıyamet gününde ise yalnız onlara mahsus olacaktır.” İşte anlayan bir topluluk için âyetleri böyle açıklıyoruz."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/987/33-ayet-tefsiri,"قُلْ اِنَّمَا حَرَّمَ رَبِّيَ الْفَوَاحِشَ مَا ظَهَرَ مِنْهَا وَمَا بَطَنَ وَالْاِثْمَ وَالْبَغْيَ بِغَيْرِ الْحَقِّ وَاَنْ تُشْرِكُوا بِاللّٰهِ مَا لَمْ يُنَزِّلْ بِهٖ سُلْطَاناً وَاَنْ تَقُولُوا عَلَى اللّٰهِ مَا لَا تَعْلَمُونَ
                                                    ﴿٣٣﴾","﴾33﴿

De ki: “Rabbim ancak açık ve gizli kötülükleri, günahı ve haksız yere sınırı aşmayı, hakkında hiçbir delil indirmediği bir şeyi Allah’a ortak koşmanızı ve Allah hakkında bilmediğiniz şeyleri söylemenizi haram kılmıştır.”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/988/34-ayet-tefsiri,"وَلِكُلِّ اُمَّةٍ اَجَلٌۚ فَاِذَا جَٓاءَ اَجَلُهُمْ لَا يَسْتَأْخِرُونَ سَاعَةً وَلَا يَسْتَقْدِمُونَ
                                                    ﴿٣٤﴾","﴾34﴿

Her ümmetin bir eceli vardır. Ecelleri gelince ne bir an geri kalırlar ne de bir an ileri gidebilirler."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/989/35-36-ayet-tefsiri,"يَا بَنٖٓي اٰدَمَ اِمَّا يَأْتِيَنَّكُمْ رُسُلٌ مِنْكُمْ يَقُصُّونَ عَلَيْكُمْ اٰيَاتٖيۙ فَمَنِ اتَّقٰى وَاَصْلَحَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ
                                                    ﴿٣٥﴾


                                                    وَالَّذٖينَ كَذَّبُوا بِاٰيَاتِنَا وَاسْتَكْبَرُوا عَنْهَٓا اُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ فٖيهَا خَالِدُونَ
                                                    ﴿٣٦﴾","﴾35﴿

Ey Âdemoğulları! İçinizden âyetlerimi size anlatacak peygamberler gelir de (onları dinleyerek) kim kötülükten sakınıp kendini ıslah ederse, onlara korku yoktur ve onlar üzülmeyeceklerdir.                                        
 ﴾36﴿

Âyetlerimizi asılsız sayan ve büyüklenip onlardan yüz çevirenlere gelince, işte onlar cehennemliklerdir. Onlar orada ebedî kalacaklardır."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/991/37-ayet-tefsiri,"فَمَنْ اَظْلَمُ مِمَّنِ افْتَرٰى عَلَى اللّٰهِ كَذِباً اَوْ كَذَّبَ بِاٰيَاتِهٖؕ اُو۬لٰٓئِكَ يَنَالُهُمْ نَصٖيبُهُمْ مِنَ الْكِتَابِؕ حَتّٰٓى اِذَا جَٓاءَتْهُمْ رُسُلُنَا يَتَوَفَّوْنَهُمْۙ قَالُٓوا اَيْنَ مَا كُنْتُمْ تَدْعُونَ مِنْ دُونِ اللّٰهِؕ قَالُوا ضَلُّوا عَنَّا وَشَهِدُوا عَلٰٓى اَنْفُسِهِمْ اَنَّهُمْ كَانُوا كَافِرٖينَ
                                                    ﴿٣٧﴾","﴾37﴿

Allah’a iftira eden veya O’nun âyetlerini asılsız sayandan daha zalim kim vardır! Onlar kendileri için yazılmış nasiplerini elde ederler. Sonunda elçilerimiz gelip canlarını alırken, “Allah’ı bırakıp da tapmakta olduğunuz tanrılarınız nerede?” derler. “Bizden sıvışıp gittiler” diye cevap verirler. Ve (dünyadayken) kâfir olduklarına dair kendi aleyhlerinde şahitlik ederler."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/992/38-39-ayet-tefsiri,"قَالَ ادْخُلُوا فٖٓي اُمَمٍ قَدْ خَلَتْ مِنْ قَبْلِكُمْ مِنَ الْجِنِّ وَالْاِنْسِ فِي النَّارِؕ كُلَّمَا دَخَلَتْ اُمَّةٌ لَعَنَتْ اُخْتَهَاؕ حَتّٰٓى اِذَا ادَّارَكُوا فٖيهَا جَمٖيعاًۙ قَالَتْ اُخْرٰيهُمْ لِاُو۫لٰيهُمْ رَبَّـنَا هٰٓؤُ۬لَٓاءِ اَضَلُّونَا فَاٰتِهِمْ عَذَاباً ضِعْفاً مِنَ النَّارِؕ قَالَ لِكُلٍّ ضِعْفٌ وَلٰكِنْ لَا تَعْلَمُونَ
                                                    ﴿٣٨﴾


                                                    وَقَالَتْ اُو۫لٰيهُمْ لِاُخْرٰيهُمْ فَمَا كَانَ لَكُمْ عَلَيْنَا مِنْ فَضْلٍ فَذُوقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْسِبُونَࣖ
                                                    ﴿٣٩﴾","﴾38﴿

Allah buyuracak ki: “Sizden önce geçmiş cin ve insan toplulukları arasında siz de ateşe girin!” Her ümmet girdikçe yoldaşlarına lânet edecektir. Hepsi birbiri ardından orada (cehennem de) toplanınca, sonrakiler öncekiler için, “Ey rabbimiz! Bizi işte bunlar saptırdılar! Onun için onlara ateşten bir kat daha azap ver!” diyecekler. Allah da, “Zaten hepiniz için bir kat daha azap vardır, fakat siz bilmezsiniz” diyecektir.                                        
 ﴾39﴿

Öncekiler de sonrakilere derler ki: “Sizin bizden arta kalır bir tarafınız yok. O halde siz de yaptıklarınıza karşılık azabı tadın!”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/994/40-ayet-tefsiri,"اِنَّ الَّذٖينَ كَذَّبُوا بِاٰيَاتِنَا وَاسْتَكْبَرُوا عَنْهَا لَا تُفَتَّحُ لَهُمْ اَبْوَابُ السَّمَٓاءِ وَلَا يَدْخُلُونَ الْجَنَّةَ حَتّٰى يَلِجَ الْجَمَلُ فٖي سَمِّ الْخِيَاطِؕ وَكَذٰلِكَ نَجْزِي الْمُجْرِمٖينَ
                                                    ﴿٤٠﴾","﴾40﴿

Bizim âyetlerimizi asılsız sayanlar, büyüklenip onlardan yüz çevirenler var ya, işte onlara göğün kapıları açılmayacak ve onlar, deve iğne deliğinden geçinceye kadar cennete giremeyeceklerdir! Suçluları işte böyle cezalandırırız!"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/995/41-42-ayet-tefsiri,"لَهُمْ مِنْ جَهَنَّمَ مِهَادٌ وَمِنْ فَوْقِهِمْ غَوَاشٍؕ وَكَذٰلِكَ نَجْزِي الظَّالِمٖينَ
                                                    ﴿٤١﴾


                                                    وَالَّذٖينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَا نُكَلِّفُ نَفْساً اِلَّا وُسْعَهَاؗ اُو۬لٰٓئِكَ اَصْحَابُ الْجَنَّةِۚ هُمْ فٖيهَا خَالِدُونَ
                                                    ﴿٤٢﴾","﴾41﴿

Onlar için cehennem ateşinden döşekler, üstlerine de örtüler vardır. İşte zalimleri böyle cezalandırırız!                                        
 ﴾42﴿

İman edip dünya ve âhiret için yararlı işler yapanlara gelince, -ki hiç kimseye gücünün üstünde bir vazife yüklemeyiz- işte onlar cennetliklerdir. Orada onlar ebedî kalıcıdırlar."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/997/43-ayet-tefsiri,"وَنَزَعْنَا مَا فٖي صُدُورِهِمْ مِنْ غِلٍّ تَجْرٖي مِنْ تَحْتِهِمُ الْاَنْهَارُۚ وَقَالُوا الْحَمْدُ لِلّٰهِ الَّذٖي هَدٰينَا لِهٰذَا وَمَا كُنَّا لِنَهْتَدِيَ لَوْلَٓا اَنْ هَدٰينَا اللّٰهُۚ لَقَدْ جَٓاءَتْ رُسُلُ رَبِّنَا بِالْحَقِّؕ وَنُودُٓوا اَنْ تِلْكُمُ الْجَنَّةُ اُو۫رِثْتُمُوهَا بِمَا كُنْتُمْ تَعْمَلُونَ
                                                    ﴿٤٣﴾","﴾43﴿

(Cennette) onların altından ırmaklar akarken, kalplerinde kinden ne varsa hepsini çıkarıp atarız. Ve onlar derler ki: “Bizi bu nimete kavuşturan Allah’a hamdolsun! Allah bize bahşetmeseydi biz kendiliğimizden elde edemezdik. Hakikaten rabbimizin elçileri gerçeği getirmişler.” Onlara, “İşte size cennet. Yapmış olduğunuz iyi amellere karşılık o sizin oldu” diye seslenilir."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/998/44-45-ayet-tefsiri,"وَنَادٰٓى اَصْحَابُ الْجَنَّةِ اَصْحَابَ النَّارِ اَنْ قَدْ وَجَدْنَا مَا وَعَدَنَا رَبُّنَا حَقاًّ فَهَلْ وَجَدْتُمْ مَا وَعَدَ رَبُّكُمْ حَقاًّؕ قَالُوا نَعَمْۚ فَاَذَّنَ مُؤَذِّنٌ بَيْنَهُمْ اَنْ لَعْنَةُ اللّٰهِ عَلَى الظَّالِمٖينَۙ
                                                    ﴿٤٤﴾


                                                    اَلَّذٖينَ يَصُدُّونَ عَنْ سَبٖيلِ اللّٰهِ وَيَبْغُونَهَا عِوَجاًۚ وَهُمْ بِالْاٰخِرَةِ كَافِرُونَؕ
                                                    ﴿٤٥﴾","﴾44﴿

Cennet ehli cehennem ehline, “Biz rabbimizin bize vaad ettiğini gerçek bulduk; siz de rabbinizin size vaad ettiğini gerçek buldunuz mu?” diye seslenir. “Evet!” derler. Ve aralarından bir duyurucu, “Allah’ın lâneti zalimlerin üzerine olsun!” diye bağırır.                                        
 ﴾45﴿

Onlar, Allah yolundan alıkoyan ve onu eğip bükmek isteyenlerdir; onlar âhireti de inkâr edenlerdir."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1000/46-47-ayet-tefsiri,"وَبَيْنَهُمَا حِجَابٌۚ وَعَلَى الْاَعْرَافِ رِجَالٌ يَعْرِفُونَ كُلاًّ بِسٖيمٰيهُمْۚ وَنَادَوْا اَصْحَابَ الْجَنَّةِ اَنْ سَلَامٌ عَلَيْكُمْ لَمْ يَدْخُلُوهَا وَهُمْ يَطْمَعُونَ
                                                    ﴿٤٦﴾


                                                    وَاِذَا صُرِفَتْ اَبْصَارُهُمْ تِلْقَٓاءَ اَصْحَابِ النَّارِۙ قَالُوا رَبَّـنَا لَا تَجْعَلْنَا مَعَ الْقَوْمِ الظَّالِمٖينَࣖ
                                                    ﴿٤٧﴾","﴾46﴿

İki taraf arasında bir perde ve A‘râf üzerinde de herkesi simalarından tanıyan adamlar vardır ki bunlar, henüz cennete girmedikleri halde (girmeyi) uman cennet ehline, “Selâm size!” diye seslenirler.                                        
 ﴾47﴿

Gözleri cehennem ehli tarafına döndürülünce de, “Ey rabbimiz! Bizi zalimler topluluğu ile beraber bulundurma!” derler."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1002/48-49-ayet-tefsiri,"وَنَادٰٓى اَصْحَابُ الْاَعْرَافِ رِجَالاً يَعْرِفُونَهُمْ بِسٖيمٰيهُمْ قَالُوا مَٓا اَغْنٰى عَنْكُمْ جَمْعُكُمْ وَمَا كُنْتُمْ تَسْتَكْبِرُونَ
                                                    ﴿٤٨﴾


                                                    اَهٰٓؤُ۬لَٓاءِ الَّذٖينَ اَقْسَمْتُمْ لَا يَنَالُهُمُ اللّٰهُ بِرَحْمَةٍؕ اُدْخُلُوا الْجَنَّةَ لَا خَوْفٌ عَلَيْكُمْ وَلَٓا اَنْتُمْ تَحْزَنُونَ
                                                    ﴿٤٩﴾","﴾48﴿

A‘râf ehli, simalarından tanıdıkları birtakım adamlara seslenerek derler ki: “Ne topladığınız güç ne de taslamakta olduğunuz büyüklük size bir yarar sağladı.                                        
 ﴾49﴿

Allah’ın, kendilerini hiçbir rahmete erdirmeyeceğine dair yemin ettiğiniz kimseler bunlar mı?” (Cennet ehline de şöyle derler:) “Girin cennete; artık size korku yoktur ve siz üzülecek de değilsiniz.”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1004/50-51-ayet-tefsiri,"وَنَادٰٓى اَصْحَابُ النَّارِ اَصْحَابَ الْجَنَّةِ اَنْ اَفٖيضُوا عَلَيْنَا مِنَ الْمَٓاءِ اَوْ مِمَّا رَزَقَكُمُ اللّٰهُؕ قَالُٓوا اِنَّ اللّٰهَ حَرَّمَهُمَا عَلَى الْكَافِرٖينَۙ
                                                    ﴿٥٠﴾


                                                    اَلَّذٖينَ اتَّخَذُوا دٖينَهُمْ لَهْواً وَلَعِباً وَغَرَّتْهُمُ الْحَيٰوةُ الدُّنْيَاۚ فَالْيَوْمَ نَنْسٰيهُمْ كَمَا نَسُوا لِقَٓاءَ يَوْمِهِمْ هٰذَاۙ وَمَا كَانُوا بِاٰيَاتِنَا يَجْحَدُونَ
                                                    ﴿٥١﴾","﴾50﴿

Cehennem ehli cennet ehline, “Suyunuzdan veya Allah’ın size verdiği rızıktan biraz da bize verin!” diye seslenirler. Onlar da, “Allah bunları kâfirlere haram kılmıştır” derler.                                        
 ﴾51﴿

O kâfirler ki, dünya hayatı onları aldattı, dinlerini bir eğlence ve oyun edindiler. Onlar, bu günlerine ulaşacaklarını unuttukları ve âyetlerimizi bile bile inkâr ettikleri gibi biz de bugün onları unuturuz."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1006/52-ayet-tefsiri,"وَلَقَدْ جِئْنَاهُمْ بِكِتَابٍ فَصَّلْنَاهُ عَلٰى عِلْمٍ هُدًى وَرَحْمَةً لِقَوْمٍ يُؤْمِنُونَ
                                                    ﴿٥٢﴾","﴾52﴿

Gerçekten onlara, inanan bir toplum için yol gösterici ve rahmet olarak, içinde tam bilgiye dayalı açıklamalar yaptığımız bir kitap getirdik."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1007/53-ayet-tefsiri,"هَلْ يَنْظُرُونَ اِلَّا تَأْوٖيلَهُؕ يَوْمَ يَأْتٖي تَأْوٖيلُهُ يَقُولُ الَّذٖينَ نَسُوهُ مِنْ قَبْلُ قَدْ جَٓاءَتْ رُسُلُ رَبِّنَا بِالْحَقِّۚ فَهَلْ لَنَا مِنْ شُفَعَٓاءَ فَيَشْفَعُوا لَـنَٓا اَوْ نُرَدُّ فَنَعْمَلَ غَيْرَ الَّذٖي كُنَّا نَعْمَلُؕ قَدْ خَسِرُٓوا اَنْفُسَهُمْ وَضَلَّ عَنْهُمْ مَا كَانُوا يَفْتَرُونَࣖ
                                                    ﴿٥٣﴾","﴾53﴿

(Fakat) onlar, hesap gününün gerçekleşmesinden başka bir şey beklemiyorlar. Önceden onu yok sayanlar gerçekleştiği gün derler ki: “Doğrusu rabbimizin elçileri gerçeği getirmiştir. Keşke bizim şefaatçilerimiz olsa da bize şefaat etseler veya (dünyaya) geri döndürülsek de yapmış olduğumuz amelleri başka türlü yapsak!” Onlar cidden kendilerine yazık ettiler ve uydurdukları şeyler de (putlar) kendilerinden uzaklaşıp kayboldu."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1008/54-ayet-tefsiri,"اِنَّ رَبَّكُمُ اللّٰهُ الَّذٖي خَلَقَ السَّمٰوَاتِ وَالْاَرْضَ فٖي سِتَّةِ اَيَّامٍ ثُمَّ اسْتَوٰى عَلَى الْعَرْشِ يُغْشِي الَّيْلَ النَّهَارَ يَطْلُبُهُ حَثٖيثاًۙ وَالشَّمْسَ وَالْقَمَرَ وَالنُّجُومَ مُسَخَّرَاتٍ بِاَمْرِهٖؕ اَلَا لَهُ الْخَلْقُ وَالْاَمْرُؕ تَـبَارَكَ اللّٰهُ رَبُّ الْعَالَمٖينَ
                                                    ﴿٥٤﴾","﴾54﴿

Şüphesiz ki rabbiniz, gökleri ve yeri altı günde yaratan, sonra arşa istivâ eden; geceyi, durmadan kendisini kovalayan gündüze bürüyüp örten; güneşi, ayı ve yıldızları emrine boyun eğmiş durumda yaratan Allah’tır. Bilesiniz ki, halk da emir de (yaratma ve yönetme) yalnız O’na aittir. Âlemlerin rabbi olan Allah yüceler yücesidir."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1009/55-56-ayet-tefsiri,"اُدْعُوا رَبَّكُمْ تَضَرُّعاً وَخُفْيَةًؕ اِنَّهُ لَا يُحِبُّ الْمُعْتَدٖينَۚ
                                                    ﴿٥٥﴾


                                                    وَلَا تُفْسِدُوا فِي الْاَرْضِ بَعْدَ اِصْلَاحِهَا وَادْعُوهُ خَوْفاً وَطَمَعاًؕ اِنَّ رَحْمَتَ اللّٰهِ قَرٖيبٌ مِنَ الْمُحْسِنٖينَ
                                                    ﴿٥٦﴾","﴾55﴿

Rabbinize yalvara yakara ve gizlice dua edin. Bilesiniz ki O, haddi aşanları sevmez.                                        
 ﴾56﴿

Islah edilmesinden sonra yeryüzünde bozgunculuk yapmayın. Allah’a korkuyla ve ümitle dua edin. Muhakkak ki iyilik edenlere Allah’ın rahmeti çok yakındır."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1011/57-ayet-tefsiri,"وَهُوَ الَّذٖي يُرْسِلُ الرِّيَاحَ بُشْراً بَيْنَ يَدَيْ رَحْمَتِهٖؕ حَتّٰٓى اِذَٓا اَقَلَّتْ سَحَاباً ثِقَالاً سُقْنَاهُ لِبَلَدٍ مَيِّتٍ فَاَنْزَلْنَا بِهِ الْمَٓاءَ فَاَخْرَجْنَا بِهٖ مِنْ كُلِّ الثَّمَرَاتِؕ كَذٰلِكَ نُخْرِجُ الْمَوْتٰى لَعَلَّكُمْ تَذَكَّرُونَ
                                                    ﴿٥٧﴾","﴾57﴿

Rüzgârları rahmetinin önünde müjde olarak gönderen O’dur. Nihayet o rüzgârlar ağır bir bulut yüklenince onu ölü bir memlekete sevkederiz. Orada suyu indirir ve onunla türlü türlü meyveler çıkarırız. İşte ölüleri de böyle çıkaracağız. Herhalde bundan ibret alırsınız."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1012/58-ayet-tefsiri,"وَالْبَلَدُ الطَّيِّبُ يَخْرُجُ نَبَاتُهُ بِاِذْنِ رَبِّهٖۚ وَالَّذٖي خَبُثَ لَا يَخْرُجُ اِلَّا نَكِداًؕ كَذٰلِكَ نُصَرِّفُ الْاٰيَاتِ لِقَوْمٍ يَشْكُرُونَࣖ
                                                    ﴿٥٨﴾","﴾58﴿

Güzel memleketin bitkisi rabbinin izniyle (güzel) çıkar; kötü olandan ise faydasız üründen başka bir şey çıkmaz. İşte biz şükreden bir kavim için âyetleri böyle açıklıyoruz."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1013/59-ayet-tefsiri,"لَقَدْ اَرْسَلْنَا نُوحاً اِلٰى قَوْمِهٖ فَقَالَ يَا قَوْمِ اعْبُدُوا اللّٰهَ مَا لَكُمْ مِنْ اِلٰهٍ غَيْرُهُؕ اِنّٖٓي اَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ عَظٖيمٍ
                                                    ﴿٥٩﴾","﴾59﴿

Andolsun ki Nûh’u elçi olarak kavmine gönderdik. Dedi ki: “Ey kavmim! Allah’a kulluk edin; sizin O’ndan başka tanrınız yoktur. Doğrusu ben, üzerinize gelecek büyük bir günün azabından korkuyorum.”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1014/60-ayet-tefsiri,"قَالَ الْمَلَأُ مِنْ قَوْمِهٖٓ اِنَّا لَنَرٰيكَ فٖي ضَلَالٍ مُبٖينٍ
                                                    ﴿٦٠﴾","﴾60﴿

Kavminden ileri gelenler, “Biz seni gerçekten apaçık bir sapkınlık içinde görüyoruz!” dediler."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1015/61-63-ayet-tefsiri,"قَالَ يَا قَوْمِ لَيْسَ بٖي ضَلَالَةٌ وَلٰكِنّٖي رَسُولٌ مِنْ رَبِّ الْعَالَمٖينَ
                                                    ﴿٦١﴾


                                                    اُبَلِّغُكُمْ رِسَالَاتِ رَبّٖي وَاَنْصَحُ لَكُمْ وَاَعْلَمُ مِنَ اللّٰهِ مَا لَا تَعْلَمُونَ
                                                    ﴿٦٢﴾


                                                    اَوَعَجِبْتُمْ اَنْ جَٓاءَكُمْ ذِكْرٌ مِنْ رَبِّكُمْ عَلٰى رَجُلٍ مِنْكُمْ لِيُنْذِرَكُمْ وَلِتَتَّقُوا وَلَعَلَّكُمْ تُرْحَمُونَ
                                                    ﴿٦٣﴾","﴾61﴿

Nûh şöyle cevap verdi: “Ey kavmim! Bende hiçbir sapkınlık yoktur; şu var ki ben âlemlerin rabbi tarafından gönderilmiş bir elçiyim.                                        
 ﴾62﴿

Size rabbimin vahyettiklerini duyuruyorum, size öğüt veriyorum ve ben sizin bilmediklerinizi Allah’tan (gelen vahiy ile) biliyorum.                                        
 ﴾63﴿

Günahtan sakınıp da rahmete nâil olasınız diye, içinizden sizleri uyaracak bir adam vasıtasıyla rabbinizden size bir zikir (vahiy) gelmesine şaşırdınız mı?”"
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1018/64-ayet-tefsiri,"فَكَذَّبُوهُ فَاَنْجَيْنَاهُ وَالَّذٖينَ مَعَهُ فِي الْفُلْكِ وَاَغْرَقْنَا الَّذٖينَ كَذَّبُوا بِاٰيَاتِنَاؕ اِنَّهُمْ كَانُوا قَوْماً عَمٖينَࣖ
                                                    ﴿٦٤﴾","﴾64﴿

Onu yalanladılar. Biz de onu ve onunla beraber gemide bulunanları kurtardık; âyetlerimizi asılsız sayanları da suda boğduk! Çünkü onlar gerçeği göremeyen bir kavim idiler."
https://kuran.diyanet.gov.tr/tefsir/A'r%C3%A2f-suresi/1019/65-69-ayet-tefsiri,"وَاِلٰى عَادٍ اَخَاهُمْ هُوداًؕ قَالَ يَا قَوْمِ اعْبُدُوا اللّٰهَ مَا لَكُمْ مِنْ اِلٰهٍ غَيْرُهُؕ اَفَلَا تَتَّقُونَ
                                                    ﴿٦٥﴾


                                                    قَالَ الْمَلَأُ الَّذٖينَ كَفَرُوا مِنْ قَوْمِهٖٓ اِنَّا لَنَرٰيكَ فٖي سَفَاهَةٍ وَاِنَّا لَنَظُنُّكَ مِنَ الْكَاذِبٖينَ
                                                    ﴿٦٦﴾


                                                    قَالَ يَا قَوْمِ لَيْسَ بٖي سَفَاهَةٌ وَلٰكِنّٖي رَسُولٌ مِنْ رَبِّ الْعَالَمٖينَ
                                                    ﴿٦٧﴾


                                                    اُبَلِّغُكُمْ رِسَالَاتِ رَبّٖي وَاَنَا۬ لَكُمْ نَاصِحٌ اَمٖينٌ
                                                    ﴿٦٨﴾


                                                    اَوَعَجِبْتُمْ اَنْ جَٓاءَكُمْ ذِكْرٌ مِنْ رَبِّكُمْ عَلٰى رَجُلٍ مِنْكُمْ لِيُنْذِرَكُمْؕ وَاذْكُرُٓوا اِذْ جَعَلَكُمْ خُلَـفَٓاءَ مِنْ بَعْدِ قَوْمِ نُوحٍ وَزَادَكُمْ فِي الْخَلْقِ بَصْۣـطَةًۚ فَاذْكُرُٓوا اٰلَٓاءَ اللّٰهِ لَعَلَّكُمْ تُفْلِحُونَ
                                                    ﴿٦٩﴾","﴾65﴿

Âd kavmine de kardeşleri Hûd’u (gönderdik). O dedi ki: “Ey kavmim! Allah’a kulluk edin; sizin O’ndan başka tanrınız yoktur. Hâlâ sakınmayacak mısınız?                                        
 ﴾66﴿

Kavminin inkârcı ileri gelenleri, “Biz seni kesinlikle bir akılsızlık içinde görüyoruz ve gerçekten senin yalancılardan olduğunu düşünüyoruz” dediler.                                        
 ﴾67﴿

“Ey kavmim!” dedi, “Ben akılsız değilim, fakat âlemlerin rabbi tarafından gönderilmiş bir elçiyim.”                                        
 ﴾68﴿

“Size rabbimin vahyettiklerini duyuruyorum ve ben size öğüt veren güvenilir biriyim.”                                        
 ﴾69﴿

“Sizi uyarmak için, içinizden bir adam vasıtasıyla rabbinizden size bir zikir (vahiy) gelmesine şaştınız mı? Düşünün ki O sizi, Nûh kavminden sonra onların yerine getirdi ve yaratılışta sizi onlardan güçlü kıldı. O halde Allah’ın nimetlerini hatırlayın ki kurtuluşa eresiniz.”"
